chain,project,symbol,tvlUsd,apyBase,apyReward,apy,rewardTokens,pool,apyPct1D,apyPct7D,apyPct30D,stablecoin,ilRisk,exposure,poolMeta,mu,sigma,count,outlier,underlyingTokens,il7d,apyBase7d,apyMean30d,volumeUsd1d,volumeUsd7d,apyBaseInception,predictedClass,predictedConfidence,binnedConfidence
Ethereum,lido,STETH,10660039514,5.6,,5.6,,747c1d2a-c668-4682-b9f9-296708a3dd90,-0.8,-0.6,0.6,false,no,single,,4.67141,0.05255,322,false,,,,5.23903,,,,Down,56.99999999999999,1
Ethereum,makerdao,USDC,3210002085,,,0,,051c1a54-df05-4bc4-9d73-c17508acae23,0,0,0,true,no,single,PSM-USDC-A,0,0,139,false,,,,0,,,,,,
Tron,justlend,BTC,3128404813,0.00007,0.02333,0.02341,TPYmHEhy5n8TCEfYGqW2rPxsghSfzghPDn,71418c17-d2aa-4eff-b68a-806fff9ec951,-0.0005,-0.00737,-0.00324,false,no,single,,0.03892,0.00073,257,false,TN3W4H6rK2ce4vX9YnFQHwKENnHjoxb3m9,,,0.02806,,,,Stable/Up,74,2
Ethereum,coinbase-wrapped-staked-eth,CBETH,2092931747,3.78468,,3.78468,,0f45d730-b279-4629-8e11-ccb5cc3038b4,-0.16152,-1.3867,-0.5758,false,no,single,,4.4761,0.0612,63,false,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,,,4.66667,,,,Stable/Up,64,2
Ethereum,aave-v2,STETH,1698213624,0,,0,,0e458a5b-fd99-4667-8706-dd938934cb0c,0,0,0,false,no,single,,0,0,236,false,0xae7ab96520DE3A18E5e111B5EaAb095312D7fE84,,,0,,,,,,
Ethereum,curve,ETH-STETH,1535433048,2.50515,1.75232,4.25747,"0x5A98FcBEA516Cf06857215779Fd812CA3beF1B32,0xD533a949740bb3306d119CC777fa900bA034cd52",57d30b9c-fc66-4ac2-b666-69ad5f410cce,-0.91691,-3.87339,-1.02735,false,no,multi,,6.42286,1.22245,403,true,"0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE,0xae7ab96520DE3A18E5e111B5EaAb095312D7fE84",,,5.11577,,,,Stable/Up,55.00000000000001,1
Ethereum,makerdao,WETH,1285062305,,,0,,51d2f8d4-1fb5-4f6b-938b-e9cd17ca1ceb,0,0,0,false,no,single,ETH-C,0,0,145,false,,,,0,,,,,,
Ethereum,makerdao,WETH,1000272835,,,0,,54600482-cfb9-4dd9-a73b-342cffd4644a,0,0,0,false,no,single,ETH-A,0,0,145,false,,,,0,,,,,,
Ethereum,convex-finance,ETH-STETH,912019189,2.50515,1.71433,4.21948,"0xd533a949740bb3306d119cc777fa900ba034cd52,0x4e3fbd56cd56c3e72c1403e103b45db9da5b9d2b,0x5A98FcBEA516Cf06857215779Fd812CA3beF1B32",5ce23e7e-3800-4c9c-ad30-6db3db0515a1,-0.93128,-4.87558,-1.15318,false,no,multi,,6.34454,0.08046,403,false,"0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE,0xae7ab96520DE3A18E5e111B5EaAb095312D7fE84",,,5.35243,,,,Stable/Up,73,2
Ethereum,rocket-pool,RETH,792346845,4.92037,,4.92037,,d4b3c522-6127-4b89-bedf-83641cdcd2eb,-1.02936,-0.66814,0.37148,false,no,single,,4.64875,0.02406,63,false,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,,,4.75494,,,,Stable/Up,52,1
Ethereum,liquity,WETH,715548952,,,0,,ddd25534-e3d5-4e4e-9b99-d3102323ac61,0,0,0,false,no,single,,0,0,145,false,,,,0,,,,,,
Ethereum,aave-v2,WBTC,669663715,0.11654,,0.11654,,40e0d8b7-5eba-4d6c-a3c2-9ac375bcd4bf,0.00724,-0.3155,0.02902,false,no,single,,0.11468,0.00335,236,false,0x2260FAC5E5542a773Aa44fBCfeDf7C193bc2C599,,,0.10519,,,,Stable/Up,60,1
Ethereum,makerdao,WSTETH,603129278,,,0,,51eb4b5c-6d62-42fe-99d6-92ba6eecd2d5,0,0,0,false,no,single,WSTETH-A,0,0,145,false,,,,0,,,,,,
Ethereum,compound,WETH,530084924,0.06825,0,0.06825,,1e5da7c6-59bb-49bd-9f97-4f4fceeffad4,-0.00057,0.00782,0.00592,false,no,single,,0.18364,0.00774,403,false,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,,,0.06344,,,,Stable/Up,94,3
Arbitrum,gmx,GMX,520071858,9.74268,1.90755,11.65023,0xfc5A1A6EB076a2C7aD06eD22C90d7E710E35ad0a,4df7d373-6214-4a73-9bd3-ca6e5683d846,-0.06168,6.93581,-4.43127,false,no,single,,16.09287,0.28707,300,false,0xfc5A1A6EB076a2C7aD06eD22C90d7E710E35ad0a,,,8.81382,,,,Stable/Up,70,2
Ethereum,aave-v2,WETH,502005375,2.02673,,2.02673,,f2726d05-1f8d-4b9c-80e3-43d03d85d117,-0.02496,0.47684,0.74072,false,no,single,,1.85928,0.15718,236,false,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,,,1.4521,,,,Stable/Up,68,2
Ethereum,makerdao,WSTETH,499139904,,,0,,ccc467d1-bdf5-4062-81cd-7aed7dd9050b,0,0,0,false,no,single,WSTETH-B,0,0,145,false,,,,0,,,,,,
Arbitrum,gmx,GLP,480977338,50.73881,0,50.73881,0xfc5A1A6EB076a2C7aD06eD22C90d7E710E35ad0a,825688c0-c694-4a6b-8497-177e425b7348,-0.60335,38.35396,-3.63346,false,yes,single,,24.94208,0.38021,300,false,0x4277f8F2c384827B5273592FF7CeBd9f2C1ac258,,,27.99935,,,,Down,71,2
Ethereum,curve,FRAX-USDC,477139940,0.01624,1.11681,1.13305,0xD533a949740bb3306d119CC777fa900bA034cd52,3f6aa14f-eb0c-4738-bf74-8bc666f7d2b1,-0.01842,-0.87582,-0.4226,true,no,multi,,1.74954,0.04816,244,false,"0x853d955aCEf822Db058eb8505911ED77F175b99e,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48",,,1.12776,,,,Stable/Up,81,3
Ethereum,curve,DAI-USDC-USDT,428498880,0.48442,0.62639,1.11081,0xD533a949740bb3306d119CC777fa900bA034cd52,25171c4c-1877-449a-9f88-45a9f153ee31,-0.89658,-3.38466,-0.0438,true,no,multi,,0.98246,0.04364,403,false,"0x6B175474E89094C44Da98b954EedeAC495271d0F,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0xdAC17F958D2ee523a2206206994597C13D831ec7",,,1.8987,,,,Stable/Up,69,2
Ethereum,convex-finance,FRAX-USDC,416217787,0.01624,1.89119,1.90743,"0xd533a949740bb3306d119cc777fa900ba034cd52,0x4e3fbd56cd56c3e72c1403e103b45db9da5b9d2b",bd072651-d99c-4154-aeae-51f12109c054,-0.02002,-0.87329,-0.83126,true,no,multi,,3.12335,0.07563,235,false,"0x853d955aCEf822Db058eb8505911ED77F175b99e,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48",,,2.07644,,,,Stable/Up,73,2
Ethereum,aave-v2,USDC,409020364,1.07695,,1.07695,,a349fea4-d780-4e16-973e-70ca9b606db2,-0.39826,-0.10119,-0.60236,true,no,single,,1.0602,0.02808,236,false,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,,,1.734,,,,Stable/Up,70,2
Ethereum,compound,WBTC,393067844,0.02294,0,0.02294,,1d876729-4445-4623-8b6b-c5290db5d100,0.00031,-0.00205,-0.0023,false,no,single,,0.13948,0.00651,403,false,0x2260FAC5E5542a773Aa44fBCfeDf7C193bc2C599,,,0.02614,,,,Stable/Up,86,3
Ethereum,curve,FRAX-3CRV,386209100,0.16743,1.62964,1.79707,0xD533a949740bb3306d119CC777fa900bA034cd52,8d989d6c-99ba-447e-8f3d-3aca98e993fd,-0.35824,-7.04276,-0.38635,true,no,multi,,2.67214,0.07149,403,false,"0x853d955aCEf822Db058eb8505911ED77F175b99e,0x6c3F90f043a72FA612cbac8115EE7e52BDe6E490",,,2.11173,,,,Stable/Up,91,3
Ethereum,convex-finance,FRAX-3CRV,384876846,0.16743,2.73246,2.8999,"0xd533a949740bb3306d119cc777fa900ba034cd52,0x4e3fbd56cd56c3e72c1403e103b45db9da5b9d2b",844a8a29-4653-42e6-b675-a6b43fac3678,-0.36015,-7.16164,-0.76444,true,no,multi,,4.55088,0.11205,403,false,"0x853d955aCEf822Db058eb8505911ED77F175b99e,0x6c3F90f043a72FA612cbac8115EE7e52BDe6E490",,,3.08624,,,,Stable/Up,66,2
Ethereum,balancer-v2,WSTETH-WETH,356277846,0.08637,1.29365,1.38002,0xba100000625a3754423978a60c9317c58a424e3d,4cc5df76-f81d-49fe-9e1e-4caa6a8dad0b,-0.06817,,-0.72567,false,no,multi,,3.24244,0.10662,402,false,"0x7f39c581f595b53c5cb19bd0b3f8da6c935e2ca0,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2",-0.00002,,1.76187,,,,Stable/Up,79,3
Ethereum,aura,WSTETH-WETH,340188820,0.17,3.72775,3.89775,"0xba100000625a3754423978a60c9317c58a424e3d,0xc0c293ce456ff0ed870add98a0828dd4d2903dbf",6429fd3b-af61-4e15-a4b4-34819fb8f4ea,-0.17927,-1.18626,-2.37856,false,no,multi,,6.9199,0.12446,210,false,"0x7f39c581f595b53c5cb19bd0b3f8da6c935e2ca0,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2",,,5.31934,,,,Stable/Up,67,2
BSC,venus,BTCB,328152716,0.21452,0.09018,0.3047,0xcf6bb5389c92bdda8a3747ddb454cb7a64626c63,87c8ee0d-b812-47c1-803f-f91a3907079e,0.02435,-0.23352,-0.09399,false,no,single,,0.70984,0.01314,258,false,0x7130d2A12B9BCbFAe4f2634d864A1Ee1Ce3Ead9c,,,0.43147,,,,Stable/Up,97,3
Ethereum,convex-finance,CVX,318057447,,2.29769,2.29769,0x62B9c7356A2Dc64a1969e19C23e4f579F9810Aa7,777032e6-e815-4f44-90b4-abb98f0f9632,0.07973,0.24656,0.21501,false,no,single,,2.46149,0.01834,184,false,0x4e3FBD56CD56c3e72c1403e103b45Db9da5B9D2B,,,2.00859,,,,Stable/Up,79,3
Ethereum,aave-v2,DAI,311092278,0.34726,,0.34726,,405d8dad-5c99-4c91-90d3-82813ade1ff1,0.00985,0.11363,-1.4082,true,no,single,,1.10193,0.01976,236,false,0x6B175474E89094C44Da98b954EedeAC495271d0F,,,1.24067,,,,Stable/Up,79,3
Ethereum,makerdao,GUSD,301436814,,,0,,efbf1a35-0756-41b1-b230-166ed4809314,0,0,0,true,no,single,PSM-GUSD-A,0,0,139,false,,,,0,,,,,,
Ethereum,uniswap-v3,WBTC-WETH,280311848,7.3035,,7.3035,,c5599b3a-ea73-4017-a867-72eb971301d1,-11.66565,0.03482,-8.05729,false,yes,multi,0.3%,12.50123,0.53047,356,false,"0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2",-1.23314,13.60234,10.06302,18696425.54345,297676453.01782,,Stable/Up,69,2
Ethereum,aave-v3,WSTETH,260680860,0.00918,,0.00918,,e6435aae-cbe9-4d26-ab2c-a4d533db9972,0.00001,0.00499,-0.02591,false,no,single,,0.01651,0.00082,42,false,0x7f39C581F595B53c5cb19bD0b3f8dA6c935E2Ca0,,,0.01466,,,,Stable/Up,87,3
Ethereum,balancer-v2,BAL-WETH,248486269,0.43716,,0.43716,,30eedaf4-83f7-418b-985b-89478d4b90e6,-0.09364,,0.07585,false,yes,multi,,2.60131,0.286,358,false,"0xba100000625a3754423978a60c9317c58a424e3d,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2",-0.04727,,0.587,,,,Stable/Up,72,2
Tron,justlend,USDD,237657624,0.0502,4.56335,4.61355,TPYmHEhy5n8TCEfYGqW2rPxsghSfzghPDn,53b3663f-9096-49df-8787-f6ea3b6d0612,0.00416,-1.08513,-0.43623,true,no,single,,7.61722,0.11692,257,false,TPYmHEhy5n8TCEfYGqW2rPxsghSfzghPDn,,,5.33674,,,,Stable/Up,71,2
Ethereum,convex-finance,CVXCRV,219409240,,27.10201,27.10201,"0xd533a949740bb3306d119cc777fa900ba034cd52,0x4e3fbd56cd56c3e72c1403e103b45db9da5b9d2b,0x6c3F90f043a72FA612cbac8115EE7e52BDe6E490",ef32dd3b-a03b-4f79-9b65-8420d7e04ad0,-0.84154,14.61917,12.80744,false,yes,single,,16.76788,0.2081,184,false,0xD533a949740bb3306d119CC777fa900bA034cd52,,,15.08046,,,,Stable/Up,55.00000000000001,1
Ethereum,frax-ether,SFRXETH,218281213,11.20758,,11.20758,,77020688-e1f9-443c-9388-e51ace15cc32,-0.39784,4.69717,3.36145,false,no,single,,7.53055,0.05989,63,false,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,,,7.71298,,,,Stable/Up,53,1
Ethereum,aave-v2,USDT,212242104,2.01853,,2.01853,,60d657c9-5f63-4771-a85b-2cf8d507ec00,0.59958,-61.47631,-0.53738,true,no,single,,2.63474,0.22258,236,false,0xdAC17F958D2ee523a2206206994597C13D831ec7,,,6.75654,,,,Stable/Up,70,2
Ethereum,curve,USDT-WBTC-WETH,209050643,2.47399,6.26345,8.73743,0xD533a949740bb3306d119CC777fa900bA034cd52,9e4dbe67-f5fc-4428-8e6f-93d464f40a0d,-0.84745,-14.69638,-1.38953,false,yes,multi,,8.32297,0.17238,403,false,"0xdAC17F958D2ee523a2206206994597C13D831ec7,0x2260FAC5E5542a773Aa44fBCfeDf7C193bc2C599,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2",,,9.03251,,,,Stable/Up,68,2
Ethereum,compound,DAI,195376503,1.25909,0.99829,2.25737,0xc00e94cb662c3520282e6f5717214004a7f26888,cc110152-36c2-4e10-9c12-c5b4eb662143,0.06272,0.44692,0.01333,true,no,single,,2.11621,0.03665,403,false,0x6B175474E89094C44Da98b954EedeAC495271d0F,,,2.16072,,,,Stable/Up,60,1
Ethereum,convex-finance,USDT-WBTC-WETH,192441990,2.47399,11.05239,13.52637,"0xd533a949740bb3306d119cc777fa900ba034cd52,0x4e3fbd56cd56c3e72c1403e103b45db9da5b9d2b",ad3d7253-fb8f-402f-a6f8-821bc0a055cb,-0.90424,-15.0231,-4.48848,false,yes,multi,,13.68865,0.33806,346,false,"0xdAC17F958D2ee523a2206206994597C13D831ec7,0x2260FAC5E5542a773Aa44fBCfeDf7C193bc2C599,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2",,,14.09249,,,,Stable/Up,57.99999999999999,1
Ethereum,morpho-aave,STETH,182646792,0,,0,,eab8d63d-8a8f-48cb-8027-583508831d24,0,0,0,false,no,single,,0,0,159,false,0xae7ab96520de3a18e5e111b5eaab095312d7fe84,,,0,,,,,,
BSC,venus,ETH,172987711,0.30535,0.08272,0.38807,0xcf6bb5389c92bdda8a3747ddb454cb7a64626c63,de8928ad-d03a-423d-92d7-3c4648e3ffd2,-0.06929,-0.68031,-0.92034,false,no,single,,1.57672,0.1578,257,false,0x2170Ed0880ac9A755fd29B2688956BD959F933F8,,,1.18548,,,,Stable/Up,70,2
Ethereum,uniswap-v3,USDC-WETH,172718606,51.72066,,51.72066,,665dc8bc-c79d-4800-97f7-304bf368e547,-32.6608,-74.09263,-4.91521,false,yes,multi,0.05%,42.91313,0.99412,356,true,"0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2",-1.19821,87.42307,67.14653,489486072.21973,6209317618.58374,,Down,68,2
Ethereum,uniswap-v3,DAI-USDC,152851706,0.02788,,0.02788,,26298be5-691a-42e6-817b-07f72e70cd4f,-0.04783,-19.56527,-0.48259,true,no,multi,0.05%,0.38826,0.10189,356,false,"0x6b175474e89094c44da98b954eedeac495271d0f,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48",-0.00151,2.1483,2.53755,233546.19081,126109262.91891,,Stable/Up,79,3
Ethereum,arrakis-v1,DAI-USDC,151628262,0.00114,,0.00114,,2431aeec-d0b9-4e62-ab5e-ff8718ad45fc,-0.04819,-2.39425,-0.01265,true,no,multi,,1.09746,0.04842,255,false,"0x6b175474e89094c44da98b954eedeac495271d0f,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48",,,1.42975,,,,Stable/Up,95,3
Ethereum,makerdao,G-UNI,151604274,,,0,,1b91b7d4-0438-41ee-8224-41adba87422d,0,0,0,false,yes,multi,GUNIV3DAIUSDC1-A,0,0,70,false,,,,0,,,,,,
Ethereum,makerdao,PAX,151586032,,,0,,6ece81c6-2b1d-4513-ad1c-eaf9d52f67cb,0,0,0,false,no,single,PSM-PAX-A,0,0,138,false,,,,0,,,,,,
Ethereum,compound-v3,WETH,147073451,,,0,,072f6554-daa7-4708-80ba-371b896a89db,0,0,0,false,no,single,USDC-pool,0,0,165,false,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,,,0,,,,,,
Ethereum,makerdao,WBTC,145654029,,,0,,4dab1166-614a-429a-831f-4af70fd29c7d,0,0,0,false,no,single,WBTC-C,0,0,145,false,,,,0,,,,,,
Ethereum,makerdao,WETH,144775795,,,0,,44c94cb2-8af3-4b7a-8cb5-0784ddcf3471,0,0,0,false,no,single,ETH-B,0,0,145,false,,,,0,,,,,,
Ethereum,compound,USDC,139493426,2.4012,0.98549,3.38669,0xc00e94cb662c3520282e6f5717214004a7f26888,cefa9bb8-c230-459a-a855-3b94e96acd8c,-0.01487,0.89091,0.59818,true,no,single,,1.73147,0.0368,403,false,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,,,2.69875,,,,Down,82,3
Arbitrum,gains-network,GNS,139323640,8.73225,,8.73225,,3aaa3263-f577-4ae5-8eef-797fde687f64,0.37513,2.55262,2.50312,false,no,single,,6.22813,0.08947,36,false,0x18c11FD286C5EC11c3b683Caa813B77f5163A122,,,5.79118,,,,Down,68,2
Ethereum,curve,FRAX-FPI,136787425,0,3.68888,3.68888,0xD533a949740bb3306d119CC777fa900bA034cd52,b03c1486-fde6-4f75-a89a-068f9aa19d0f,0.05514,0.26411,1.78241,true,no,multi,,1.67553,0.03675,244,false,"0x853d955aCEf822Db058eb8505911ED77F175b99e,0x5Ca135cB8527d76e932f34B5145575F9d8cbE08E",,,2.12849,,,,Down,77,3
Ethereum,convex-finance,FRAX-FPI,136787332,0.01006,5.16338,5.17344,"0xd533a949740bb3306d119cc777fa900ba034cd52,0x4e3fbd56cd56c3e72c1403e103b45db9da5b9d2b",b302f3bb-ceb3-4121-95a6-6bb1fdb42326,0.04636,0.71065,1.83692,true,no,multi,,3.06587,0.05799,235,false,"0x853d955aCEf822Db058eb8505911ED77F175b99e,0x5Ca135cB8527d76e932f34B5145575F9d8cbE08E",,,3.23774,,,,Down,65,2
Ethereum,stakewise,SETH2,135291416,,,5.283,,66958f46-1d06-4f83-9fab-bbec354049d8,-1.224,-0.81,-0.09,false,no,single,,5.38744,0.02873,63,false,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,,,5.32416,,,,Down,50,1
BSC,venus,USDT,133642629,1.42384,0.04724,1.47107,0xcf6bb5389c92bdda8a3747ddb454cb7a64626c63,9f3a6015-5045-4471-ba65-ad3dc7c38269,0.22253,-18.74453,-2.84716,true,no,single,,2.74361,0.11305,258,false,0x55d398326f99059fF775485246999027B3197955,,,5.36398,,,,Stable/Up,78,3
BSC,pancakeswap,CAKE-WBNB,133201863,1.18,24.27332,25.45332,0x0e09fabb73bd3ade0a17ecc321fd13a19e81ce82,32038bbe-b72d-49ab-aa17-37d61d44c579,0.13991,9.53071,5.70911,false,yes,multi,,21.18398,0.11077,256,false,"0x0E09FaBB73Bd3Ade0a17ECC321fD13a19e81cE82,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c",,,18.85027,,,,Down,68,2
Ethereum,aave-v2,CRV,129980785,1.93355,,1.93355,,ae7c280e-7eeb-4f44-9a12-64626401913c,0.00018,1.47067,0.24032,false,no,single,,2.96261,0.21936,236,false,0xD533a949740bb3306d119CC777fa900bA034cd52,,,1.6046,,,,Stable/Up,77,3
Ethereum,makerdao,WBTC,127855387,,,0,,bd335b46-3daf-4507-adb2-6fd4337ea33b,0,0,0,false,no,single,WBTC-A,0,0,145,false,,,,0,,,,,,
Ethereum,curve,ETH-FRXETH,126464366,0.15801,2.47282,2.63084,0xD533a949740bb3306d119CC777fa900bA034cd52,1158e728-ec4c-44e4-9345-0eb326862516,-0.13388,-0.50394,-0.05621,false,no,multi,,1.52321,0.07201,152,false,"0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE,0x5E8422345238F34275888049021821E8E08CAa1f",,,2.4901,,,,Down,77,3
Tron,justlend,USDT,124830150,0.76907,0.46791,1.23698,TPYmHEhy5n8TCEfYGqW2rPxsghSfzghPDn,dac406f6-5600-437e-849d-f03daa383864,0.02434,-15.13007,0.01837,true,no,single,,2.31924,0.0982,257,false,TR7NHqjeKQxGTCi8q8ZY4pL8otSzgjLj6t,,,3.42653,,,,Stable/Up,65,2
Ethereum,uniswap-v3,USDC-WETH,124281388,22.21119,,22.21119,,49717ee2-9808-4288-b76d-e658195b7979,-15.26985,-27.98518,-0.56485,false,yes,multi,0.3%,24.788,0.92224,356,false,"0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2",-1.19821,50.97211,28.28478,25209479.88797,298512204.52272,,Down,82,3
Ethereum,uniswap-v2,WISE-WETH,122815827,0.02821,,0.02821,,8ac917c6-12fa-49df-aa0b-ced2ebe54e91,0.01798,0.01481,-0.02775,false,yes,multi,,0.02166,0.00131,392,false,"0x66a0f676479cee1d7373f3dc2e2952778bff5bd6,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2",-0.00076,0.0189,0.02244,31641.21014,148793.04845,,Down,54,1
BSC,pancakeswap,WBNB-BUSD,122144679,8.98,10.39919,19.37919,0x0e09fabb73bd3ade0a17ecc321fd13a19e81ce82,1ba6ccca-7122-47ce-854e-06883f9b2897,-0.31198,6.25886,4.44212,false,yes,multi,,12.88076,0.17133,256,false,"0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56",,,14.04792,,,,Down,75,2
Defichain,defichain-dex,BTC-DFI,120772922,0.41132,15.35779,15.7691,DFI,8911005c-3542-48e6-8f53-7f08a5ce96d8,-0.08681,-0.65458,-1.67365,false,yes,multi,,23.30908,0.26134,258,false,,,,16.9334,,,,Stable/Up,52,1
Avalanche,aave-v3,BTC.B,118306088,0.08088,0.76945,0.85033,0xb31f66aa3c1e785363f0875a1b74e27b85fd66c7,94e3f442-ab03-4138-a7a8-910bac548058,0.00364,0.1162,-0.47286,false,no,single,,2.81773,0.08255,173,false,0x152b9d0fdc40c096757f570a51e494bd4b943e50,,,0.96293,,,,Stable/Up,71,2
Ethereum,curve,WETH-STETH,113032384,4.16845,0.20728,4.37573,0xD533a949740bb3306d119CC777fa900bA034cd52,4135ffa3-e55d-49dc-8eb0-00436d9742f6,-0.91482,-8.4783,0.76482,false,no,multi,,4.75339,0.09001,244,false,"0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xae7ab96520DE3A18E5e111B5EaAb095312D7fE84",,,6.62147,,,,Down,51,1
Ethereum,ankr,ANKRETH,112579234,,,3.95983,,e201dbed-63fa-48e2-bfa2-f56e730167d2,-0.59802,0.05419,0.0748,false,no,single,,4.01301,0.02691,285,false,,,,4.3624,,,,Stable/Up,51,1
Ethereum,uniswap-v3,DAI-USDC,111101836,0.51728,,0.51728,,1193ef25-862b-43c1-a545-91bbb9678d30,-0.07134,-5.62081,0.12501,true,no,multi,0.01%,0.25619,0.02955,356,false,"0x6b175474e89094c44da98b954eedeac495271d0f,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48",-0.00151,0.44755,0.90299,15745380.2056,475201741.52574,,Stable/Up,61,1
Ethereum,yearn-finance,WETH,109272517,,,0.26083,,acb09b67-8509-4e2a-adb4-4ce520084714,0.0003,-0.19975,-1.93863,false,no,single,,1.90865,0.09367,359,false,,,,1.21982,,,,Stable/Up,97,3
Ethereum,makerdao,DAI,109235018,,,1,,c8a24fee-ec00-4f38-86c0-9f6daebc4225,0,0,0,true,no,single,DSR,0.91556,0.01444,106,false,,,,1,,,,Stable/Up,83,3
Ethereum,arrakis-v1,DAI-USDC,109225365,0.77769,,0.77769,,94c6fd56-9837-4202-9ece-db02a9ac1171,0.16776,-2.85913,0.63233,true,no,multi,,0.74847,0.05751,255,false,"0x6b175474e89094c44da98b954eedeac495271d0f,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48",,,1.09209,,,,Stable/Up,57.99999999999999,1
Ethereum,makerdao,G-UNI,109180666,,,0,,f38a1e55-ee6a-427c-83b5-74232e1b2c24,0,0,0,false,yes,multi,GUNIV3DAIUSDC2-A,0,0,70,false,,,,0,,,,,,
Ethereum,convex-finance,WETH-STETH,107340362,4.16845,0.30539,4.47384,"0xd533a949740bb3306d119cc777fa900ba034cd52,0x4e3fbd56cd56c3e72c1403e103b45db9da5b9d2b",bd4ee30b-31df-42bb-8ae8-76a6f8a76452,-0.91636,-8.91363,,false,no,multi,,5.7087,0.13809,22,false,"0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xae7ab96520DE3A18E5e111B5EaAb095312D7fE84",,,5.42943,,,,Down,55.00000000000001,1
Ethereum,compound-v3,WBTC,105989863,,,0,,c1ca08e4-d618-415e-ad63-fcec58705469,0,0,0,false,no,single,USDC-pool,0,0,165,false,0x2260FAC5E5542a773Aa44fBCfeDf7C193bc2C599,,,0,,,,,,
Ethereum,aave-v2,AAVE,104312098,0,,0,,9dcf5fc8-ed89-404b-bd69-77fb2fea6a75,0,0,0,false,no,single,,0,0,236,false,0x7Fc66500c84A76Ad7e9c93437bFc5Ac33E2DDaE9,,,0,,,,,,
Ethereum,uniswap-v2,WETH-TWT,98058501,0.01902,,0.01902,,e5343d87-a836-4d63-a109-bcdcc53a01b3,-0.00666,0.00167,-0.04806,false,yes,multi,,4.0593,0.82651,91,false,"0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xd4df22556e07148e591b4c7b4f555a17188cf5cf",,0.02711,0.04308,17028.35902,170429.70175,,Down,52,1
Ethereum,uniswap-v3,WBTC-WETH,97843042,19.5267,,19.5267,,d59a5728-d391-4989-86f6-a94e11e0eb3b,-18.2038,2.52342,9.82444,false,yes,multi,0.05%,16.86033,0.68936,356,false,"0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2",-1.23314,31.15482,13.72832,104687746.87779,1174389676.98699,,Down,77,3
Ethereum,uniswap-v3,FRAX-USDC,94365057,0.02115,,0.02115,,d371fc69-9a77-4336-a129-ec79c9548266,-0.05328,-10.74941,0.00611,true,no,multi,0.05%,0.35994,0.0646,400,false,"0x853d955acef822db058eb8505911ed77f175b99e,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48",-0.22815,0,0.48754,109384.56616,4258776.22203,,Stable/Up,83,3
Polygon,lido,STMATIC,93592303,6.3,,6.3,,bf3a7f07-80a0-4d5b-a311-b0f06f650f83,0,0,0,false,no,single,,7.01758,0.05327,322,false,,,,6.3,,,,Down,65,2
